INCIDENTDATE,INCIDENTHOUR,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTHIERARCHYDESC,OFFENSES,X,Y
2022-10-02,20,"500 Block Mellon St Pittsburgh, PA 15206",East Liberty,MENTAL 201/302,9498 302 (Mental),-79.9268051570833,40.4676858393577
2022-10-03,3,"7200 Block Kelly St Pittsburgh, PA 15208",Homewood South,99,9999 (Misc. Crime): Poss Nuisance Bar Activity (No Complainant),-79.8969956274934,40.4555186499156
2022-10-03,5,"2300 Block Fremont Pl Pittsburgh, PA 15216",Beechview,RUNAWAYS - JUVENILE,029 Missing Juvenile,-80.0309766303975,40.4023239972252
2022-09-27,16,"5800 Block Burchfield Ave Pittsburgh, PA 15217",Squirrel Hill South,HARRASSMENT,2709(a) Harassment.,,
2022-09-20,11,"1600 Block Antrim St Pittsburgh, PA 15212",Brighton Heights,THEFT,3921 Theft by Unlawful Taking or Disposition.,-80.0375720149799,40.4753022277362
2022-09-18,13,"600 Block Penn Ave Pittsburgh, PA 15222",Central Business District,SIMPLE ASSAULT,2701 Simple Assault.,-80.0017928321911,40.4425929172081
2022-09-21,23,"1800 Block Westmont Ave Pittsburgh, PA 15210",Carrick,99,9999 9999 - (Misc. Incident): ,-79.9892980059539,40.39689177326
2022-09-23,1,"Garrison Pl & French St Pittsburgh, PA 15222",Central Business District,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9976359225423,40.4445197628983
2022-09-23,20,"10 Block Stewart Ave Pittsburgh, PA 15227",Carrick,MENTAL 201/302,9498 302 (Mental),-79.9818253880282,40.3824735678695
2022-09-16,15,"2000 Block Centre Ave Pittsburgh, PA 15219",Crawford-Roberts,99,9998 Overdose Other / 9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Unknown Medical Problem,-79.9799824053927,40.4435889103074
2022-09-16,17,"3200 Block Faronia St Pittsburgh, PA 15204",Sheraden,IDENTITY THEFT,4120 Identity Theft,-80.0663606774522,40.451609860466
2022-09-16,22,"2300 Block Noblestown Rd Pittsburgh, PA 15205",Oakwood,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-80.0543527688347,40.4278403004268
2022-09-17,10,"600 Block Suismon St Pittsburgh, PA 15212",East Allegheny,99,9998 Overdose Other,-79.9996170368919,40.4553867314949
2022-09-17,9,"2700 Block Waterman Ave Pittsburgh, PA 15227",Carrick,HARRASSMENT,2709 Harassment (Non-Specific),-79.9763604501219,40.3914022726255
2022-09-15,8,"2500 Block Josephine St Pittsburgh, PA 15203",South Side Slopes,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9711009810702,40.4243716733984
2022-09-17,19,"100 Block Shetland St Pittsburgh, PA 15206",Larimer,AIDED CASE,9497 Aided Case,-79.9121789012855,40.4661874913445
2022-09-20,8,"200 Block Birmingham Ave Pittsburgh, PA 15210",Carrick,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),-79.9862542019212,40.4022478620327
2022-09-20,11,"1200 Block Crane Ave Pittsburgh, PA 15220",Banksville,SIMPLE ASSAULT,2701 Simple Assault.,-80.0372822542678,40.417394884511
2022-09-21,12,"2000 Block Wharton St Pittsburgh, PA 15203",South Side Flats,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,-79.976432641371,40.4303408118696
2022-10-04,16,"Western Ave & Manhattan St Pittsburgh, PA 15233",Manchester,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-80.0251294902359,40.4504003184559
2022-09-25,9,"1400 Block Rush St Pittsburgh, PA 15233",Manchester,THEFT,3921 Theft by Unlawful Taking or Disposition.,-80.0271177956532,40.4563372846737
2022-10-05,11,"600 Block Elm Spring Ct Pittsburgh, PA 15216",Banksville,MENTAL 201/302,9498 302 (Mental),-80.038354484954,40.4168931154768
2022-10-05,15,"100 Block 7th St Pittsburgh, PA 15222",Central Business District,ROBBERY,3701 Robbery. / 5104 Resisting Arrest or Other Law Enforcement.,-80.000996797488,40.4441447479242
2022-10-05,16,"Mc Bride Park Pittsburgh, PA 15207",Lincoln Place,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,,
2022-09-14,22,"7200 Block Frankstown Ave Pittsburgh, PA 15208",Homewood North,ROBBERY,3701 Robbery. / 2701 Simple Assault.,-79.8962697960688,40.4573889155008
2022-09-14,22,"Monitor St & Beechwood Blvd Pittsburgh, PA 15217",Squirrel Hill South,99,9999 9999 - (Misc. Incident): Motor Vehicle Accident--State Non-Reportable,-79.9266961476648,40.4255571433469
2022-09-15,15,"200 Block 7th St Pittsburgh, PA 15222",Central Business District,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-80.0002405531932,40.4432153404929
2022-09-16,0,"800 Block E Warrington Ave Pittsburgh, PA 15210",Allentown,FOUND PROPERTY,9489 Found Property,-79.9937050598573,40.4218022561637
2022-09-16,1,"600 Block Excelsior St Pittsburgh, PA 15210",Allentown,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,,
2022-09-16,19,"1200 Block Western Ave Pittsburgh, PA 15233",Manchester,99,9999 9999 - (Misc. Incident): Defiant Child,-80.0219684615574,40.4512177173984
2022-09-17,0,"2900 Block Frederick St Pittsburgh, PA 15212",Marshall-Shadeland,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-80.0300213954371,40.4708893618131
2022-10-01,4,"100 Block 15th St Pittsburgh, PA 15222",Strip District,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,-79.9834736255513,40.4279527652261
2022-09-26,9,"2400 Block Chauncey Dr Pittsburgh, PA 15219",Bedford Dwellings,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,-79.9746251357847,40.4498408057687
2022-10-02,18,"6200 Block Broad St Pittsburgh, PA 15206",East Liberty,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9220514004315,40.4616553224018
2022-10-03,14,"2000 Block Walton Ave Pittsburgh, PA 15210",Overbrook,99,9994 PFA Service,-79.9944846494585,40.3931971622161
2022-10-03,13,"2500 Block Jonquil Way Pittsburgh, PA 15210",Arlington,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",-79.9739989475988,40.4151485070644
2022-10-03,12,"400 Block Morewood Ave Pittsburgh, PA 15213",Shadyside,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9440876798619,40.4529080769474
2022-09-20,16,"Bayard Rd Pittsburgh, PA 15213",Shadyside,THEFT,3921 Theft by Unlawful Taking or Disposition.,-79.9441064901533,40.4516616081862
2022-10-03,15,"Hampshire Ave & Fallowfield Ave Pittsburgh, PA 15216",Beechview,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-80.0237297017485,40.4106087175959
2022-09-14,14,"3600 Block Harlow Pl Pittsburgh, PA 15204",Chartiers City,BURGLARY,3502 Burglary.,-80.0717428218723,40.4588587879618
2022-09-20,0,"900 Block Saw Mill Run Blvd Pittsburgh, PA 15226",Bon Air,CRIM MISCHIEF,3304 Criminal Mischief.,-80.0228567519789,40.426952035298
2022-09-20,12,"600 Block Hartranft St Pittsburgh, PA 15226",Brookline,IDENTITY THEFT,4120 Identity Theft,-80.0146957147536,40.3991612516672
2022-09-19,13,"700 Block Allegheny Ave Pittsburgh, PA 15233",Chateau,HARRASSMENT,2709(a) Harassment.,-80.0183109568803,40.4497148842455
2022-09-12,13,"2200 Block East Hills Dr Pittsburgh, PA 15221",East Hills,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,-79.8730925207885,40.4539041976002
2022-09-22,6,"200 Block Institute St Pittsburgh, PA 15210",Bon Air,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,,
2022-09-22,11,"5500 Block Centre Ave Pittsburgh, PA 15232",Shadyside,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.9364516460773,40.4565706706801
2022-09-21,16,"700 Block Bellaire Ave Pittsburgh, PA 15226",Brookline,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-80.0208292672434,40.395303440038
2022-09-22,17,"500 Block Lockhart St Pittsburgh, PA 15212",East Allegheny,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),-80.0000652127863,40.4525584766784
2022-09-22,16,"7600 Block Penn Ave Pittsburgh, PA 15221",Point Breeze North,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.8951355743265,40.4471228791488
2022-10-04,2,"1400 Block River Ave Pittsburgh, PA 15212",Troy Hill,FOUND PROPERTY,9489 Found Property,-79.9810090719018,40.4620961603266
2022-10-04,2,"2500 Block Churchview Ave Pittsburgh, PA 15227",Carrick,SIMPLE ASSAULT,2705 Recklessly Endangering Another Person. / 2701 Simple Assault.,-79.9790070775942,40.3859177764681
2022-10-04,14,Zone 4,,SEXUAL ASSAULT,3124.1 Sexual Assault,,
2022-09-15,15,"100 Block Home St Pittsburgh, PA 15201",Central Lawrenceville,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,-79.9540611915106,40.4321285558317
2022-09-15,22,"1300 Block Heart Ct Pittsburgh, PA 15206",Homewood North,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,,
2022-09-16,2,"1700 Block Carey Way Pittsburgh, PA 15203",South Side Flats,PUBLIC DRUNKENESS,5505 Public Drunkenness,-79.9820655299528,40.4283778809322
2022-09-15,23,"100 Block Lake Dr Pittsburgh, PA 15206",Larimer,99,1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving / 3714 Careless Driving,,
2022-09-16,7,"Forbes Ave & Craft Ave Pittsburgh, PA 15213",South Oakland,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.9631148015563,40.4371166156521
2022-09-16,15,"2000 Block E Carson St Pittsburgh, PA 15203",South Side Flats,99,9999 9999 - (Misc. Incident): ,-79.9775107965358,40.4283181874135
2022-09-17,22,"2200 Block Lonergan St Pittsburgh, PA 15216",Beechview,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,-80.0236945748744,40.4037385650075
2022-09-18,7,"20 Block Sharon St Pittsburgh, PA 15210",Crawford-Roberts,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,-79.8488864866232,40.4276700112189
2022-09-16,6,"6800 Block Frankstown Ave Pittsburgh, PA 15208",Homewood West,99,9999 9999 - (Misc. Incident): ,-79.9059851373518,40.4581223295946
2022-09-18,12,"1200 Block Itin St Pittsburgh, PA 15212",Spring Hill-City View,99,9998 Overdose Other,-79.9921856302151,40.4620502777626
2022-09-14,19,"5100 Block Hillcrest Trwy Pittsburgh, PA 15224",Garfield,THEFT FROM AUTO,3934 Theft from Vehicle,,
2022-09-16,17,"2700 Block Glen Mawr St Pittsburgh, PA 15204",Sheraden,99,9999 9999 - (Misc. Incident): ,-80.0492559577887,40.4532999321777
2022-09-16,18,"Federal St N & Henderson St Pittsburgh, PA 15212",Central North Side,99,9999 9999 - (Misc. Incident): ,-80.0077514693018,40.4588709023795
2022-09-17,4,"3400 Block Clearfield St Pittsburgh, PA 15204",Windgap,SIMPLE ASSAULT,2701 Simple Assault.,-80.0712986036992,40.4518062776022
2022-09-17,8,"2600 Block N Charles St Pittsburgh, PA 15214",Perry South,99,9994 PFA Service,-80.0153828470721,40.4681527054211
2022-09-17,10,"700 Block W North Ave Pittsburgh, PA 15212",Central North Side,CREDIT CARDS,4106 Access Device Fraud,-80.0136643232808,40.4541610779169
2022-09-18,0,"Goettmann St & Troy Hill Rd Pittsburgh, PA 15212",Troy Hill,99,8106 Shots Fired,-79.9858091623739,40.4597938098935
2022-09-18,13,"600 Block Penn Ave Pittsburgh, PA 15222",Central Business District,SIMPLE ASSAULT,2701 Simple Assault.,-80.0017928321911,40.4425929172081
2022-09-17,23,"1400 Block Methyl St Pittsburgh, PA 15216",Beechview,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-80.0260254093828,40.4142213461431
2022-09-19,13,"1400 Block Troy Hill Rd Pittsburgh, PA 15212",Troy Hill,SIMPLE ASSAULT,2709(a) Harassment. / 2701 Simple Assault.,-79.9854669527191,40.4607359100989
2022-09-19,15,"2300 Block High Oak Dr Pittsburgh, PA 15220",Banksville,99,9993 PFA Service with Weapons Supplement,-80.0442133862132,40.4041793602461
2022-09-19,19,"600 Block East Ohio St Pittsburgh, PA 15212",East Allegheny,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.9989780720766,40.4539777944947
2022-09-16,10,"3900 Block Brighton Rd Pittsburgh, PA 15212",Brighton Heights,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,-80.0376742729702,40.4872458760141
2022-09-17,18,"3100 Block Mc Clure Ave Pittsburgh, PA 15212",Marshall-Shadeland,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),,
2022-09-18,16,"Dill Way & Natchez St Pittsburgh, PA 15211",Mount Washington,HARRASSMENT,2709 Harassment (Non-Specific),-80.0131244648269,40.4258226989867
2022-09-18,20,"200 Block Meredith St Pittsburgh, PA 15210",Carrick,HARRASSMENT,2709 Harassment (Non-Specific) / 3503(b.1) Criminal Trespass - Simple Trespasser,-79.9851798010977,40.3973098477573
2022-09-18,21,"2300 Block Irwin Ave Pittsburgh, PA 15214",Perry South,99,9999 9999 - (Misc. Incident): ,-80.0180232437248,40.4644797469878
2022-09-18,20,"Butler St & 40th St Pittsburgh, PA 15201",Lower Lawrenceville,99,9999 9999 - (Misc. Incident): ,-79.9622939866172,40.4687151264331
2022-10-03,15,"2300 Block Gershon St Pittsburgh, PA 15214",Spring Hill-City View,STOLEN PROPERTY - OTHER,"13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm",,
2022-10-03,21,"Steuben St & Whitewood Dr Pittsburgh, PA 15220",Crafton Heights,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3112 Traffic-Control Signals.,-80.0496283259138,40.4420765161309
2022-09-30,21,"100 Block Art Rooney Ave Pittsburgh, PA 15212",North Shore,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud,-80.0157793215862,40.4467840308319
2022-10-04,12,"6800 Block Frankstown Ave Pittsburgh, PA 15208",Homewood West,ROBBERY,"3701 Robbery. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",-79.9059851373518,40.4581223295946
2022-10-04,22,"5900 Block Alder St Pittsburgh, PA 15232",Shadyside,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle.,-79.928788317662,40.4563562891472
2022-10-04,21,"2100 Block Koerner Ave Pittsburgh, PA 15214",Perry South,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 4304(a)(1) Endangering Welfare of Children. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,-80.0105823622413,40.4644724553885
2022-10-05,3,"Hargrove St & West Liberty Ave Pittsburgh, PA 15226",Brookline,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 1501 Drivers Required to be Licensed.,-80.010123220753,40.4129200909288
2022-09-14,10,"200 Block Glen Caladh St Pittsburgh, PA 15207",Hazelwood,99,9093 Indirect Criminal Contempt,-79.942263546973,40.4094841510963
2022-09-16,12,"N Beatty St & Kirkwood St Pittsburgh, PA 15206",East Liberty,ROBBERY,3701 Robbery.,-79.9265112609248,40.4626849262877
2022-09-16,20,"4200 Block Butler St Pittsburgh, PA 15201",Central Lawrenceville,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,-79.9602547402745,40.4703050395017
2022-09-17,12,"Loretta St & Murray Ave Pittsburgh, PA 15217",Greenfield,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.9288381589475,40.4219346097866
2022-09-17,0,"3800 Block O Hara St Pittsburgh, PA 15213",Bloomfield,AGG-ASSAULT,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 2706 Terroristic Threats. / 5503 Disorderly Conduct. / 5101 Obstructing Admin. of Law ,,
2022-09-18,22,"Sandusky St S & Lacock St Pittsburgh, PA 15212",North Shore,99,9998 Overdose Other,-80.0025767593238,40.4495569172366
2022-09-19,1,"1300 Block Stranmore St Pittsburgh, PA 15212",California-Kirkbride,MENTAL 201/302,9498 302 (Mental),-80.0260833441179,40.4606217981352
2022-09-20,3,"700 Block Casino Dr Pittsburgh, PA 15212",North Shore,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,,
2022-09-19,14,"1000 Block Reedsdale St Pittsburgh, PA 15233",Chateau,CRIM MISCHIEF,3304 Criminal Mischief.,,
2022-10-04,13,"7700 Block Waverly St Pittsburgh, PA 15221",Point Breeze,CRIMINAL MISCHIEF,"3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5533(a) Cruelty to animals - Intentionally, knowingly or recklessly illtreats, overloads, beats, abandons or abuses an animal / 3503(a) Criminal Trespass",-79.8949275662855,40.4442306060923
2022-10-04,7,"Browns Hill Rd & Imogene Rd Pittsburgh, PA 15217",Squirrel Hill South,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.9249117426275,40.4154565534707
2022-10-05,20,"400 Block North Shore Dr Pittsburgh, PA 15212",Allegheny Center,PUBLIC DRUNKENESS,5505 Public Drunkenness / 3213 Prohibited Acts. / 3503(b)(1)(i) Actual Communication,-80.0123399020422,40.4462710224948
2022-09-18,17,"200 Block North Shore Dr Pittsburgh, PA 15212",North Shore,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5505 Public Drunkenness,-80.0088814628293,40.4552322813828
2022-09-20,16,"200 Block W Elizabeth St Pittsburgh, PA 15207",Hazelwood,THEFT BY DECEPTION,3922 Theft by Deception.,-79.9462793627076,40.4064398769577
2022-09-20,19,"1000 Block Sheffield St Pittsburgh, PA 15233",Manchester,99,9999 9999 - (Misc. Incident): ,,
2022-09-20,17,"1300 Block Damas St Pittsburgh, PA 15212",Spring Hill-City View,99,9999 9999 - (Misc. Incident): ,,
2022-09-22,10,"2300 Block Webster Ave Pittsburgh, PA 15219",Middle Hill,RECKLESSLY ENDANGER ANOTH PER,"2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2705 Recklessly Endangering Another Person. / 2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 4304(a)(1) Endangering Welfare of Children.",-79.9754869961067,40.4483634111479
2022-09-21,13,"5200 Block Keyport Dr Baldwin, PA 15236",Outside City,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),,
2022-09-23,15,"400 Block E Warrington Ave Pittsburgh, PA 15210",Beltzhoover,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-80.0000780646194,40.4207390896467
2022-09-19,23,"10 Block Solar St Pittsburgh, PA 15212",Spring Hill-City View,99,9994 PFA Service,-79.9983744759339,40.46383343433
2022-09-19,22,"Ohio River Blvd & Brighton Heights Blvd Pittsburgh, PA 15212",Brighton Heights,99,9999 9999 - (Misc. Incident): ,-80.0438091381472,40.4796086767247
2022-09-19,22,"Art Rooney Ave & W General Robinson St Pittsburgh, PA 15233",North Shore,THEFT FROM AUTO,3934 Theft from Vehicle,-80.0139787806155,40.4465992914668
2022-09-19,23,"Art Rooney Ave & W General Robinson St Pittsburgh, PA 15233",North Shore,THEFT FROM AUTO,3934 Theft from Vehicle,-80.0139787806155,40.4465992914668
2022-09-13,6,"40 Block 26th St Pittsburgh, PA 15222",Strip District,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,,
2022-09-20,16,"800 Block Herschel St Pittsburgh, PA 15220",Elliott,ROBBERY,3701 Robbery. / 2702 Aggravated Assault. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3928 Unauthorized Use of Automobile and Other Vehicles.,-80.0429096021672,40.4403282858018
2022-09-20,19,"4700 Block Centre Ave Pittsburgh, PA 15213",Bloomfield,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 903 Criminal Conspiracy.,-79.9492807240444,40.4525592336087
2022-09-21,13,"70 Block Becks Run Rd Pittsburgh, PA 15210",Carrick,BURGLARY,3502 Burglary.,-79.9820140916655,40.3909591735132
2022-09-21,17,"6200 Block Carver St Pittsburgh, PA 15206",Larimer,RUNAWAYS - JUVENILE,029 Missing Juvenile,,
2022-09-22,1,"6900 Block Lemington Ave Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,AGG-ASSAULT,2702 Aggravated Assault. / 2706 Terroristic Threats. / 2701 Simple Assault.,-79.9044341376386,40.4740025127893
2022-09-22,13,"Penn Ave & S Highland Ave Pittsburgh, PA 15206",East Liberty,PUBLIC DRUNKENESS,5505 Public Drunkenness / 2709(a)(2) Harassment by Following Person in Public Place(s) / 7513 Restriction on Alcoholic Beverages - Open Container,-79.9248213510388,40.4614220791187
2022-09-19,11,"2300 Block Brighton Rd Pittsburgh, PA 15212",Brighton Heights,MENTAL 201/302,9498 302 (Mental),-80.0238664225369,40.4646843612355
2022-09-19,13,"Saw Mill Run Blvd & Bausman St Pittsburgh, PA 15226",Bon Air,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-80.0060706441922,40.4110770792173
2022-09-19,16,"400 Block N Homewood Ave Pittsburgh, PA 15208",Point Breeze North,HARRASSMENT,2709(a) Harassment.,-79.9042038876447,40.4460795965562
2022-09-19,17,"5900 Block Phillips Ave Pittsburgh, PA 15217",Squirrel Hill South,99,9999 9999 - (Misc. Incident): ,-79.9202399073741,40.4321213438074
2022-09-19,16,"300 Block N Craig St Pittsburgh, PA 15213",North Oakland,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.9490918148169,40.445574514372
2022-09-19,21,"E Carson St & S 27th St Pittsburgh, PA 15203",South Side Flats,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.9670715985909,40.4270897506444
2022-09-20,8,"400 Block Stanwix St Pittsburgh, PA 15222",Central Business District,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-80.0039886127867,40.4408500373462
2022-09-20,12,"10 Block Solar St Pittsburgh, PA 15212",Spring Hill-City View,99,9994 PFA Service,-79.9983744759339,40.46383343433
2022-09-15,6,"200 Block Dunseith St Pittsburgh, PA 15213",West Oakland,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,-79.9648851008813,40.4404618937456
2022-10-05,8,"Ross & Forbes Ave Pittsburgh, PA ",Central Business District,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.9960591316118,40.4382355722412
2022-10-05,12,"600 Block Smithfield St Pittsburgh, PA 15222",Central Business District,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",-79.9974088316752,40.4415332222525
2022-10-05,13,"5600 Block Pocussett St Pittsburgh, PA 15217",Squirrel Hill South,99,9994 PFA Service,-79.9274216461136,40.4290867833023
2022-10-04,15,"6700 Block Mc Pherson Blvd Pittsburgh, PA 15208",Point Breeze North,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,,
2022-09-16,7,"100 Block S Fairmount St Pittsburgh, PA 15206",Friendship,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,-79.9319532681863,40.4645667404569
2022-09-16,17,"3700 Block Orpwood St Pittsburgh, PA 15213",South Oakland,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",-79.9531712358102,40.4297991910132
2022-09-17,16,"31st St & Railroad St Pittsburgh, PA 15201",Strip District,99,9999 9999 - (Misc. Incident): ,-79.9729769361071,40.4611929547884
2022-09-19,21,"1000 Block Faulkner St Pittsburgh, PA 15204",Sheraden,RUNAWAYS - JUVENILE,029 Missing Juvenile,-80.0617302983465,40.4559840881397
2022-09-17,8,"S Richland Ln & Tuscarora St Pittsburgh, PA 15221",Point Breeze,THEFT FROM AUTO,3934 Theft from Vehicle,-79.8971221299599,40.4467219654656
2022-09-20,20,"1300 Block Sherman Ave Pittsburgh, PA 15212",Central North Side,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,-80.0099686460857,40.4564497203187
2022-09-20,23,"Middle St & Virgin Way Pittsburgh, PA 15212",East Allegheny,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 902 Criminal Solicitation.,-79.9990986478334,40.4534380777482
2022-09-21,14,"1100 Block Lincoln Ave Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.9000465962757,40.4642436265259
2022-09-21,15,"Penn Ave & 5th Ave Pittsburgh, PA 15206",Shadyside,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2709(a) Harassment.,-79.9124269106995,40.4540452675102
2022-09-14,20,"900 Block Bernd St Pittsburgh, PA 15210",Beltzhoover,MENTAL 201/302,9498 302 (Mental),,
2022-09-15,18,"Trelona Way & Castlegate Ave Pittsburgh, PA 15226",Brookline,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,-80.021957061574,40.3945264065544
2022-09-16,19,"Market St & Liberty Ave Pittsburgh, PA 15222",Central Business District,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-80.0017977129819,40.4419317468602
2022-09-17,12,"300 Block 5th Ave Pittsburgh, PA 15222",Central Business District,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",-80.0002903704474,40.4405261905044
2022-09-17,15,"200 Block Semple St Pittsburgh, PA 15213",Central Oakland,99,"6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",-79.9588241029784,40.4401939821033
2022-09-17,18,"200 Block Glen Caladh St Pittsburgh, PA 15207",Hazelwood,RUNAWAYS - JUVENILE,029 Missing Juvenile,-79.942263546973,40.4094841510963
2022-09-18,1,"Fox Way & S 18th St Pittsburgh, PA 15203",South Side Flats,SIMPLE ASSAULT,2701 Simple Assault. / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,-79.9804260722055,40.430126394411
2022-09-19,16,"Blvd Of The Allies & Bates St Pittsburgh, PA 15213",Central Oakland,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9564106562667,40.4351318879698
2022-09-19,16,"100 Block Penfort St Pittsburgh, PA 15214",Northview Heights,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),,
2022-09-22,16,"1500 Block Brighton Rd Pittsburgh, PA 15212",Central North Side,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-80.0165685056208,40.4568744092444
2022-09-23,12,"300 Block Melwood Ave Pittsburgh, PA 15213",North Oakland,HARRASSMENT,2709(a) Harassment.,-79.9507528971167,40.4524545869485
